Link to course,subject ,Category link,Mode,Name,About,Price,Offered By,Duration,Availability
https://pll.harvard.edu/course/predictionx-lost-without-longitude,Humanities,https://pll.harvard.edu/subject/humanities,Online,PredictionX: Lost Without Longitude,"Explore the history of navigation, from stars to satellites.",Free,Harvard Kennedy School,1 week long,Available now
https://pll.harvard.edu/course/nonprofit-financial-stewardship-webinar-introduction-accounting-and-financial-statements,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Nonprofit Financial Stewardship Webinar: Introduction to Accounting and Financial Statements,The Introduction to Nonprofit Accounting and Financial Statements webinars provide a great opportunity to learn the basic principles of nonprofit accounting.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/cs50-introduction-computer-science,Programming,https://pll.harvard.edu/subject/programming,Online,CS50: Introduction to Computer Science,An introduction to the intellectual enterprises of computer science and the art of programming.,Free,Harvard Kennedy School,11 weeks long,Available now
https://pll.harvard.edu/course/public-leadership-credential,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Public Leadership Credential,"Developed by Harvard Kennedy School faculty, this professional credential program equips you with the skills necessary to advance the public good.",$995+,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/cognitive-fitness,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Cognitive Fitness,This online course from Harvard Health Publishing brings you information from Harvard experts on staying mentally sharp as you age.,$30,Harvard Kennedy School,2 weeks long,Available now
https://pll.harvard.edu/course/6-week-plan-healthy-eating,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,6-Week Plan For Healthy Eating,"This online course from Harvard Health Publishing outlines a simple, 6-week plan assembled by Harvard experts to overhaul your diet and nutrition.",$30,Harvard Kennedy School,2 weeks long,Available now
https://pll.harvard.edu/course/back-pain-finding-solutions-your-aching-back,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Back Pain: Finding Solutions for Your Aching Back,"This Harvard Health Publishing online course provides insight into the sources of back pain, providing strategies on how to successfully overcome and eliminate back pain.",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/controlling-your-blood-pressure,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Controlling your Blood Pressure,This online course from Harvard Health Publishing gives you the tools to control your blood pressure and cut your risk of heart attack and stroke in half.,$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/starting-exercise,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Starting to Exercise,"This Harvard Health Publishing online course propels you forward on your fitness journey, helping you create a personalized exercise plan for a healthy life.",$30,Harvard Kennedy School,2 weeks long,Available now
https://pll.harvard.edu/course/introduction-tai-chi,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,An Introduction to Tai Chi,This online course from Harvard Health Publishing explains the health benefits of this balance-boosting practice and brings you how-to videos that teach you 20 different moves so you can create your own Tai Chi routine.,$30,Harvard Kennedy School,2 weeks long,Available now
https://pll.harvard.edu/course/predictionx-omens-oracles-prophecies,Humanities,https://pll.harvard.edu/subject/humanities,Online,"PredictionX: Omens, Oracles & Prophecies","An overview of divination systems, ranging from ancient Chinese bone burning to modern astrology.",Free,Harvard Kennedy School,1 week long,Available now
https://pll.harvard.edu/course/systematic-approaches-policy-design,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Systematic Approaches to Policy Design,This free online course from Harvard Kennedy School introduces approaches to analytical decision-making for policy design.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/exercises-bone-strength,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Exercises for Bone Strength,Which exercises are best for better bones? This Harvard Medical School course will not just tell you; it will show you!,$40,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/healthy-eating-type-2-diabetes,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Healthy Eating for Type 2 Diabetes,This easy-to-follow online course to help you better manage diabetes through a healthy diet combined with lifestyle choices like regular exercise.,$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/new-ideas-nonprofit-leaders-webinar,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,New Ideas for Nonprofit Leaders Webinar,Professor Arthur Brooks discusses cutting-edge concepts that tie tactics of the most effective nonprofit leaders back to the basics of human connection in this free webinar.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/4p-model-strategic-leadership-podcasts,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,4P Model for Strategic Leadership Podcasts,A Free Podcast Series,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/science-corresponding-busy-people-webinar,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,The Science of Corresponding with Busy People Webinar,This free webinar from HKS professor Todd Rogers is his take on the five principles for effective communication and how to implement them in your writing.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/cs50s-introduction-programming-scratch,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,CS50's Introduction to Programming with Scratch,A gentle introduction to programming that prepares you for subsequent courses in coding.,Free,Harvard Kennedy School,3 weeks long,Available now
https://pll.harvard.edu/course/core-exercises,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Core Exercises,"This new Harvard Health Publishing online course will teach you the simple-to-do core exercises, while improving your mobility, vitality and independence.",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/caregivers-guide,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,The Caregiver's Guide,"This Harvard Medical School online course brings you the confidence and know-how to help you meet the unique physical, emotional and financial needs of your loved one.",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/lose-weight-and-keep-it,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Lose Weight and Keep It Off,This Harvard Health Publishing online course incorporates the latest evidence-based strategies that allow you to tailor a healthy weight loss plan that works best for you.,$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/positive-psychology,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Positive Psychology,"This step-by-step, powerful Harvard Health Publishing online course reveals a variety of research-proven techniques and exactly how to put them into practice.",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/knees-and-hips,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Knees and Hips,This Harvard Health Publishing interactive course will show you how to quell and conquer your knee and hip pain safely and successfully.,$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/improving-your-sleep-guide-good-nights-rest,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Improving Your Sleep: Guide to a good night's rest,This online course from Harvard Health Publishing explains why a good night’s sleep is important to your health and well-being and shows you how to achieve it.,$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/managing-your-cholesterol,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Managing Your Cholesterol,In this Harvard Health Publsihing online course you will learn the best ways to successfully manage your cholesterol.,$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/sensitive-gut,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,The Sensitive Gut,In this Harvard Health Publishing course  you will learn the best ways to prevent and relieve dozens of digestive problems.,$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/global-news-technology-leadership-challenging-times,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Global News & Technology Leadership in Challenging Times,Join HKS Shorenstein Center Director and former TIME Editor in Chief Nancy Gibbs and colleagues for a panel discussion on the challenges facing global news-industry leaders.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/our-information-emergency-navigating-media-environment-2021,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Our Information Emergency: Navigating the Media Environment in 2021,"Led by Nancy Gibbs, this video explores the underlying forces that are shaping today’s media environment.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/better-balance-0,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Better Balance,"A Harvard Health Publishing step-by-step course that pinpoints the specific causes of balance problems and tells and shows you exactly how you can become steadier on your feet, no matter what your age!",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/fighting-inflammation-0,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Fighting Inflammation,This Harvard Health Publishing interactive course reveals how and why “good” inflammation can go terribly wrong.,$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/understanding-depression,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Understanding Depression,"This Harvard Health Publishing Online Course is the reliable, go-to source for encouragement and practical advice to help you understand your illness and to help you feel like yourself again.",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/stress-management,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Stress Management,The new online course from Harvard Health Publishing will restore calm and put you in command!,$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/stroke-and-other-common-neurological-conditions,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Stroke and Other Common Neurological Conditions,This course is comprised of video lectures by world-renown neurologists and neuroscience nurses from Massachusetts General Hospital who discuss subjects in Vascular Neurology and General Neurology.,$494,Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/general-psychiatric-management-bpd,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,General Psychiatric Management for BPD,This 8-hour course offers training in an empirically validated treatment approach to borderline personality disorder (BPD) known as Good or General Psychiatric Management (GPM).,$45,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/big-data-solutions-social-and-economic-disparities,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Big Data Solutions for Social and Economic Disparities,Join Harvard University Professor Raj Chetty in this online course to understand how big data can be used to measure mobility and solve social problems.,Free,Harvard Kennedy School,4 weeks long,Available now
https://pll.harvard.edu/course/yoga-and-you,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Yoga and You,"Expert yoga trainers will help guide you along, with detailed instructions and safe practice tips.",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/prostate-diseases-and-erectile-dysfunction,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Prostate Diseases and Erectile Dysfunction,"Harvard doctors assess today’s treatment options for prostate cancer, BPH, and ED to help you select what’s best for your health, your happiness and your peace-of-mind.",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/boosting-your-energy,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Boosting Your Energy,"Discover how to jump-start your energy and fight fatigue… so you can start living your life again! Learn how — in just four weeks time — you can possess greater stamina, alertness and supercharged drive!",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/skin-care-and-repair,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Skin Care and Repair,"Discover the best ways to treat 18 common skin conditions, protect against skin cancer, prevent premature skin aging, rejuvenate aging skin and more!",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/joint-pain-relief-workout,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Joint Pain Relief Workout,"The exercise demonstrations in our online course can help relieve ankle, knee, hip, or shoulder pain, and help you become more active again.",$30,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/cs50s-web-programming-python-and-javascript,Programming,https://pll.harvard.edu/subject/programming,Online,CS50's Web Programming with Python and JavaScript,"This course picks up where CS50 leaves off, diving more deeply into the design and implementation of web apps with Python, JavaScript, and SQL using frameworks like Django, React, and Bootstrap.",Free,Harvard Kennedy School,12 weeks long,Available now
https://pll.harvard.edu/course/cs50s-introduction-artificial-intelligence-python,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,CS50's Introduction to Artificial Intelligence with Python,Learn to use machine learning in Python in this introductory course on artificial intelligence.,Free,Harvard Kennedy School,7 weeks long,Available now
https://pll.harvard.edu/course/cs50-lawyers,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,CS50 for Lawyers,"This course is a variant of Harvard University's introduction to computer science, CS50, designed especially for lawyers (and law students).",Free,Harvard Kennedy School,10 weeks long,Available now
https://pll.harvard.edu/course/negotiating-salary,Business,https://pll.harvard.edu/subject/business,Online,Negotiating Salary,"Learn salary negotiation techniques with this free, 15-minute Harvard Business School (HBS) Online lesson taught by Mike Wheeler of Negotiation Mastery.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/resilient-leadership,Business,https://pll.harvard.edu/subject/business,Online,Resilient Leadership,"Develop the skills to lead with courage and conviction through challenging times with this free, 35-minute Harvard Business School (HBS) Online lesson.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/clinical-care-autistic-adults,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Clinical Care for Autistic Adults,"The Clinical Care for Autistic Adults course, is led by nationally recognized experts, with extensive expertise caring for adults with autism.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/prescription-drug-regulation-cost-and-access-current-controversies-context,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context","Understand how the FDA regulates pharmaceuticals and explore debates on prescription drug costs, marketing, and testing.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/using-python-research,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,Using Python for Research,Take your introductory knowledge of Python programming to the next level and learn how to use Python 3 for your research.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/leadership-creating-public-value,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Leadership: Creating Public Value,Learn how to face and meet today’s challenges and design a public value proposition that is both actionable and value creating.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/justice-today-money-markets-and-morals-edx,Humanities,https://pll.harvard.edu/subject/humanities,Online,"Justice Today: Money, Markets, and Morals (edX)",Explore the ethical controversies of financial markets.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/religion-conflict-and-peace,Humanities,https://pll.harvard.edu/subject/humanities,Online,"Religion, Conflict and Peace",Explore the diverse and complex roles that religions play in both promoting and mitigating violence.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/technology-entrepreneurship-lab-market,Business,https://pll.harvard.edu/subject/business,Online,Technology Entrepreneurship: Lab to Market,Explore how entrepreneurs build successful businesses by moving technology from lab to market.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/buddhism-through-its-scriptures,Humanities,https://pll.harvard.edu/subject/humanities,Online,Buddhism Through Its Scriptures,"Learn about the rich and diverse beliefs and practices of Buddhists across time and place. Experience Buddhism through its scriptures, both relationally as well as academically.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/christianity-through-its-scriptures,Humanities,https://pll.harvard.edu/subject/humanities,Online,Christianity Through Its Scriptures,"Learn about Christianity through a study of its sacred scriptures. We will explore how diverse Christians have interpreted these writings and practiced their teachings over a 2000 year, global history.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/islam-through-its-scriptures,Humanities,https://pll.harvard.edu/subject/humanities,Online,Islam Through Its Scriptures,"Learn about the Quran, the central sacred text of Islam, through an exploration of the rich diversity of roles and interpretations in Muslim societies.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/judaism-through-its-scriptures,Humanities,https://pll.harvard.edu/subject/humanities,Online,Judaism Through Its Scriptures,Learn about the key beliefs and practices of Judaism through an examination of its sacred texts and their interpretation.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/hinduism-through-its-scriptures,Humanities,https://pll.harvard.edu/subject/humanities,Online,Hinduism Through Its Scriptures,"Learn about the rich diversity of Hindu sacred texts – hymns, narratives, philosophical thought – and their interpretations.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/sikhism-through-its-scriptures-0,Humanities,https://pll.harvard.edu/subject/humanities,Online,Sikhism Through Its Scriptures,This course examines the Sikh scripture from a doctrinal and historical perspective by providing an overview of Sikh teachings as well as the historical context within which the scripture evolved and became canonized.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/religious-literacy-traditions-and-scriptures,Humanities,https://pll.harvard.edu/subject/humanities,Online,Religious Literacy: Traditions and Scriptures,Learn how to better understand the rich and complex ways that religions function in historic and contemporary contexts.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/darkening-horizon-nuclear-dangers-around-world-matthew-bunn,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,A Darkening Horizon: Nuclear Dangers Around the World with Matthew Bunn,This free webinar from HKS Professor Matthew Bunn tours the horizon of nuclear dangers.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/ciencia-de-datos-fundamentos-de-r,Data Science,https://pll.harvard.edu/subject/data-science,Online,Ciencia de Datos: Fundamentos de R,"Sentar las bases de conocimiento en R y aprender a discutir, analizar y visualizar datos.",$119,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/introduction-data-science-python,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,Introduction to Data Science with Python,Join Harvard University instructor Pavlos Protopapas in this online course to learn how to use Python to harness and analyze data.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/2024-harvard-kennedy-school-executive-education-program-guide,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,2024 Harvard Kennedy School Executive Education Program Guide,Explore the world’s top executive programs and make a difference in your career today.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/opioid-crisis-america,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,The Opioid Crisis in America,"Learn about the opioid epidemic in the United States, including information about treatment and recovery from opioid addiction.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/data-analysis-life-sciences-7-case-studies-functional-genomics,Data Science,https://pll.harvard.edu/subject/data-science,Online,Case Studies in Functional Genomics,"Perform RNA-Seq, ChIP-Seq, and DNA methylation data analyses, using open source software, including R and Bioconductor.",Free,Harvard Kennedy School,5 weeks long,Available now
https://pll.harvard.edu/course/data-analysis-life-sciences-5-introduction-bioconductor-annotation-and-analysis-genomes-and,Data Science,https://pll.harvard.edu/subject/data-science,Online,Introduction to Bioconductor,"The structure, annotation, normalization, and interpretation of genome scale assays.",Free,Harvard Kennedy School,4 weeks long,Available now
https://pll.harvard.edu/course/data-analysis-life-sciences-6-high-performance-computing-reproducible-genomics,Data Science,https://pll.harvard.edu/subject/data-science,Online,Advanced Bioconductor,"Learn advanced approaches to genomic visualization, reproducible analysis, data architecture, and exploration of cloud-scale consortium-generated genomic data.",Free,Harvard Kennedy School,5 weeks long,Available now
https://pll.harvard.edu/course/data-analysis-life-sciences-4-high-dimensional-data-analysis,Data Science,https://pll.harvard.edu/subject/data-science,Online,High-Dimensional Data Analysis,A focus on several techniques that are widely used in the analysis of high-dimensional data.,Free,Harvard Kennedy School,4 weeks long,Available now
https://pll.harvard.edu/course/data-analysis-life-sciences-4-high-dimensional-data-analysis/2023-11-0,Data Science,https://pll.harvard.edu/subject/data-science,Online,High-Dimensional Data Analysis,A focus on several techniques that are widely used in the analysis of high-dimensional data.,Free,Harvard Kennedy School,4 weeks long,Available now
https://pll.harvard.edu/course/data-analysis-life-sciences-3-statistical-inference-and-modeling-high-throughput-experiments,Data Science,https://pll.harvard.edu/subject/data-science,Online,Statistical Inference and Modeling for High-throughput Experiments,A focus on the techniques commonly used to perform statistical inference on high throughput data.,Free,Harvard Kennedy School,4 weeks long,Available now
https://pll.harvard.edu/course/data-analysis-life-sciences-2-introduction-linear-models-and-matrix-algebra,Data Science,https://pll.harvard.edu/subject/data-science,Online,Introduction to Linear Models and Matrix Algebra,Learn to use R programming to apply linear models to analyze data in life sciences.,Free,Harvard Kennedy School,4 weeks long,Available now
https://pll.harvard.edu/course/statistics-and-r,Data Science,https://pll.harvard.edu/subject/data-science,Online,Statistics and R,An introduction to basic statistical concepts and R programming skills necessary for analyzing data in the life sciences.,Free,Harvard Kennedy School,4 weeks long,Available now
https://pll.harvard.edu/course/first-nights-beethoven%E2%80%99s-9th-symphony-and-19th-century-orchestra,Art & Design,https://pll.harvard.edu/subject/art-design,Online,Beethoven's 9th Symphony and the 19th Century Orchestra,Learn about Beethoven’s monumental 9th Symphony and forms of orchestral music.,Free,Harvard Kennedy School,3 weeks long,Available now
https://pll.harvard.edu/course/first-nights-berlioz%E2%80%99s-symphonie-fantastique-and-program-music-19th-century,Art & Design,https://pll.harvard.edu/subject/art-design,Online,First Nights: Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,"Learn about Hector Berlioz’s Symphonie Fantastique, an iconic Romantic symphony that ushered in an era of narrative “program music.”",Free,Harvard Kennedy School,3 weeks long,Available now
https://pll.harvard.edu/course/first-nights-igor-stravinsky%E2%80%99s-rite-spring-modernism-ballet-and-riots,Art & Design,https://pll.harvard.edu/subject/art-design,Online,"Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots","Learn the fascinating history of Igor Stravinsky’s The Rite of Spring, one of the most challenging and rewarding ballets ever written.",Free,Harvard Kennedy School,3 weeks long,Available now
https://pll.harvard.edu/course/first-nights-handel%E2%80%99s-messiah-and-baroque-oratorio,Art & Design,https://pll.harvard.edu/subject/art-design,Online,Handel's Messiah and Baroque Oratorio,"Discover Handel’s Messiah in this installment of First Nights, which will explore five masterpieces of western music.",Free,Harvard Kennedy School,3 weeks long,Available now
https://pll.harvard.edu/course/first-nights-monteverdi%E2%80%99s-l%E2%80%99orfeo-and-birth-opera,Art & Design,https://pll.harvard.edu/subject/art-design,Online,Monteverdi’s L’Orfeo and the Birth of Opera,"Learn about Claudio Monteverdi’s L’Orfeo, one of the first operas ever written.",Free,Harvard Kennedy School,3 weeks long,Available now
https://pll.harvard.edu/course/quantitative-methods-biology,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,Quantitative Methods for Biology,"Learn introductory programming and data analysis in MATLAB, with applications to biology and medicine.",Free,Harvard Kennedy School,10 weeks long,Available now
https://pll.harvard.edu/course/jewish-bible-its-history-physical-artifact,Humanities,https://pll.harvard.edu/subject/humanities,Online,The Jewish Bible: Its History As A Physical Artifact,Join Harvard faculty in this online course to discover the physical history of the Jewish bible.,Free,Harvard Kennedy School,6 weeks long,Available now
https://pll.harvard.edu/course/entrepreneurship-in-emerging-economies,Business,https://pll.harvard.edu/subject/business,Online,Entrepreneurship in Emerging Economies,Explore how entrepreneurship and innovation tackle complex social problems in emerging economies.,Free,Harvard Kennedy School,6 weeks long,Available now
https://pll.harvard.edu/course/introduction-family-engagement-education,Education & Teaching,https://pll.harvard.edu/subject/education-teaching,Online,Introduction to Family Engagement in Education,Learn about successful collaborations between families and educators and why they lead to improved outcomes for students and schools.,Free,Harvard Kennedy School,6 weeks long,Available now
https://pll.harvard.edu/course/citiesx-past-present-and-future-urban-life,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,"CitiesX: The Past, Present and Future of Urban Life","Explore what makes cities energizing, amazing, challenging, and perhaps humanity’s greatest invention.",Free,Harvard Kennedy School,11 weeks long,Available now
https://pll.harvard.edu/course/architectural-imagination,Art & Design,https://pll.harvard.edu/subject/art-design,Online,The Architectural Imagination,Learn fundamental principles of architecture — as an academic subject or a professional career — by studying some of history’s most important buildings.,Free,Harvard Kennedy School,10 weeks long,Available now
https://pll.harvard.edu/course/principles-statistical-and-computational-tools-reproducible-data-science,Data Science,https://pll.harvard.edu/subject/data-science,Online,"Principles, Statistical and Computational Tools for Reproducible Data Science","Learn skills and tools that support data science and reproducible research, to ensure you can trust your own research results, reproduce them yourself, and communicate them to others.",Free,Harvard Kennedy School,8 weeks long,Available now
https://pll.harvard.edu/course/improving-your-business-through-culture-health,Business,https://pll.harvard.edu/subject/business,Online,Improving Your Business Through a Culture of Health,"Learn how a Culture of Health can transform your business to improve the well-being of your employees and company, while increasing revenue.",Free,Harvard Kennedy School,9 weeks long,Available now
https://pll.harvard.edu/course/energy-and-thermodynamics,Science,https://pll.harvard.edu/subject/science,Online,Energy and Thermodynamics,"Learn the fundamentals of chemistry and energy, from the types of energy to atomic mass and matter to enthalpy and thermodynamics.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/entropy-and-equilibria,Science,https://pll.harvard.edu/subject/science,Online,Entropy and Equilibria,"Expand your learning of chemistry and thermodynamics by exploring entropy, free energy, and equilibrium.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/electrochemistry,Science,https://pll.harvard.edu/subject/science,Online,Electrochemistry,"Learn the significance of electrochemistry, understanding how electrical, chemical, and mechanical energy are linked.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/chinax-book-club-five-authors-five-books-five-views-china,Humanities,https://pll.harvard.edu/subject/humanities,Online,"ChinaX Book Club: Five Authors, Five Books, Five Views of China","An exploration of the dynamics of contemporary China using the tools of close reading, discussion, and analysis.",Free,Harvard Kennedy School,5 weeks long,Available now
https://pll.harvard.edu/course/building-personal-resilience-managing-anxiety-and-mental-health,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Building Personal Resilience: Managing Anxiety and Mental Health,Join Harvard Medical School faculty Dr. Luana Marques to use applied psychology to build personal resilience with five science-driven skills.,Free,Harvard Kennedy School,6 weeks long,Available now
https://pll.harvard.edu/course/fat-chance-probability-ground,Mathematics,https://pll.harvard.edu/subject/mathematics,Online,Fat Chance: Probability from the Ground Up,Increase your quantitative reasoning skills through a deeper understanding of probability and statistics.,Free,Harvard Kennedy School,7 weeks long,Available now
https://pll.harvard.edu/course/early-childhood-development-global-strategies-interventions,Education & Teaching,https://pll.harvard.edu/subject/education-teaching,Online,Early Childhood Development: Global Strategies for Interventions,"Examine best practices in child and family policies, advocacy, financing, and pathways to scale.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/super-earths-and-life,Science,https://pll.harvard.edu/subject/science,Online,Super-Earths and Life,"Learn about the Earth, life, and how we can search for life elsewhere in the universe.",Free,Harvard Kennedy School,7 weeks long,Available now
https://pll.harvard.edu/course/women-making-history-ten-objects-many-stories,Humanities,https://pll.harvard.edu/subject/humanities,Online,"Women Making History: Ten Objects, Many Stories","Learn how American women created, confronted, and embraced change in the 20th century while exploring ten objects from Radcliffe’s Schlesinger Library.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/we-people-civic-engagement-constitutional-democracy,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,We the People: Civic Engagement in a Constitutional Democracy,Gain a foundational knowledge of American constitutional democracy while crafting your own civic voice and identity.,Free,Harvard Kennedy School,7 weeks long,Available now
https://pll.harvard.edu/course/remote-work-revolution-everyone,Business,https://pll.harvard.edu/subject/business,Online,Remote Work Revolution for Everyone,"In Remote Work Revolution for Everyone, you will learn to excel in the virtual-work landscape. You will learn how to build trust, increase productivity, use digital tools intelligently, and remain fully aligned with your remote team.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/ancient-masterpieces-world-literature,Humanities,https://pll.harvard.edu/subject/humanities,Online,Ancient Masterpieces of World Literature,"Examine how cultures of the ancient world defined themselves through literature and how their vision of literature contributes to our understanding of civilization, culture, and literature today.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/masterpieces-of-world-literature,Humanities,https://pll.harvard.edu/subject/humanities,Online,Masterpieces of World Literature,"Embark on a global journey to explore the past, present, and future of world literature.",Free,Harvard Kennedy School,Self-paced,Available now
